<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
4294967295.2025.11	17:22:15	0.00	91386.55	92090.95	91372.55	4681041634795506893	1834	0
4294967295.2025.11	17:22:30	0.00	91758.65	91966.35	91481.45	4681032302690566144	1491	0
4294967295.2025.11	17:22:45	0.00	91619.15	92213.95	91586.85	4681051977076755661	1711	0
4294967295.2025.11	17:23:00	0.00	91893.25	92233.95	91893.25	4681066092057277235	1012	0
4294967295.2025.11	17:23:15	0.00	92103.65	92103.65	91550.75	4681042239526902170	749	0
4294967295.2025.11	17:23:30	0.00	91760.95	92053.05	91498.65	4681046960554953933	857	0
4294967295.2025.11	17:23:45	0.00	91825.65	91946.45	91553.75	4681053619472249651	750	0
4294967295.2025.11	18:00:00	0.00	91930.65	92181.55	91792.85	4681063013424719462	573	0
4294967295.2025.11	18:00:15	0.00	92064.25	92193.65	91884.45	4681069005763090842	640	0
4294967295.2025.11	18:00:30	0.00	92143.45	92369.95	92087.75	4681080976695938253	528	0
4294967295.2025.11	18:00:45	0.00	92328.65	92354.05	92202.65	4681073877973991424	363	0
4294967295.2025.11	18:01:00	0.00	92225.25	92261.05	91864.05	4681057618945795686	720	0
4294967295.2025.11	18:01:15	0.00	91985.55	91985.55	91790.45	4681048444895651430	881	0
4294967295.2025.11	18:01:30	0.00	91860.75	92015.75	91754.85	4681054203587801907	783	0
4294967295.2025.11	18:01:45	0.00	91936.05	92199.35	91933.95	4681071046731549901	622	0
4294967295.2025.11	18:02:00	0.00	92185.95	92327.85	92083.95	4681071149810765005	551	0
4294967295.2025.11	18:02:15	0.00	92188.70	92264.35	91953.95	4681057206628935270	663	0
4294967295.2025.11	18:02:30	0.00	91979.65	92027.35	91291.95	4681016284180538982	964	0
4294967295.2025.11	18:02:45	0.00	91383.85	92172.75	91176.25	4681067397727335219	1939	0
4294967295.2025.11	18:03:00	0.00	92131.20	92187.35	91872.05	4681052142003499827	1221	0
4294967295.2025.11	18:03:15	0.00	91909.75	92164.35	91612.85	4681042596868181197	1289	0
4294967295.2025.11	18:03:30	0.00	91762.95	92033.15	91688.25	4681049613126755942	898	0
4294967295.2025.11	18:03:45	0.00	91869.55	91896.85	91567.75	4681037267672760320	836	0
4294967295.2025.11	18:04:00	0.00	91670.05	91698.55	91091.95	4680999441036790989	1359	0
4294967295.2025.11	18:04:15	0.00	91146.75	91657.05	90728.45	4681032845574432358	2338	0
4294967295.2025.11	18:04:30	0.00	91625.75	91706.75	91107.45	4681009508440132813	1797	0
4294967295.2025.11	18:04:45	0.00	91280.45	91649.40	90656.65	4680977986816154010	1544	0
4294967295.2025.11	18:05:00	0.00	90821.75	90856.75	90213.35	4680944664741884723	2229	0
4294967295.2025.11	18:05:15	0.00	90342.25	90497.85	89973.75	4680920819083457331	1598	0
4294967295.2025.11	18:05:30	0.00	89985.95	90889.25	89675.85	4680962181336504730	2624	0
4294967295.2025.11	18:05:45	0.00	90594.25	90876.25	90568.25	4680976481859613491	1353	0
4294967295.2025.11	18:06:00	0.00	90808.05	90830.75	90226.35	4680939469549443482	1233	0
4294967295.2025.11	18:06:15	0.00	90267.85	90342.75	89861.05	4680913768465144218	1857	0
4294967295.2025.11	18:06:30	0.00	89894.10	90119.65	89811.15	4680909150516307558	1305	0
4294967295.2025.11	18:06:45	0.00	89817.45	90148.55	89270.05	4680924832300898714	2236	0
4294967295.2025.11	18:07:00	0.00	90056.65	90234.05	89690.05	4680935538795374182	1313	0
4294967295.2025.11	18:07:15	0.00	90217.15	90439.45	90144.25	4680932233388543181	956	0
4294967295.2025.11	18:07:30	0.00	90169.55	90352.55	89890.95	4680919760803515597	934	0
4294967295.2025.11	18:07:45	0.00	89984.45	90325.05	89984.45	4680934288100897587	813	0
4294967295.2025.11	18:08:00	0.00	90193.05	90198.95	89911.75	4680929690767903949	814	0
4294967295.2025.11	18:08:15	0.00	90124.05	90138.95	89928.55	4680923402935782605	655	0
4294967295.2025.11	18:08:30	0.00	90030.85	90086.95	89438.05	4680882755365293261	1122	0
4294967295.2025.11	18:08:45	0.00	89444.15	89754.95	89345.05	4680894877480989491	1118	0
4294967295.2025.11	18:09:00	0.00	89617.70	89881.45	89321.55	4680910126332877210	1430	0
4294967295.2025.11	18:09:15	0.00	89834.35	90143.95	89609.05	4680928763054968013	1223	0
4294967295.2025.11	18:09:30	0.00	90108.55	90504.75	89978.25	4680950485281564262	1250	0
4294967295.2025.11	18:09:45	0.00	90432.55	90513.55	90349.55	4680952979798569779	895	0
4294967295.2025.11	18:10:00	0.00	90468.95	90813.85	90463.05	4680972956550456934	1070	0
4294967295.2025.11	18:10:15	0.00	90760.95	91156.15	90700.55	4680976694889991373	1301	0
4294967295.2025.11	18:10:30	0.00	90806.55	91410.95	90770.05	4681012483993475482	1258	0
4294967295.2025.11	18:10:45	0.00	91323.45	91385.75	91144.55	4681003234351906816	751	0
4294967295.2025.11	18:11:00	0.00	91192.15	91260.95	90928.55	4681000210694930432	812	0
4294967295.2025.11	18:11:15	0.00	91150.25	91429.95	90857.55	4680983456886502195	818	0
4294967295.2025.11	18:11:30	0.00	90903.05	91153.75	90876.55	4680999159286936371	706	0
4294967295.2025.11	18:11:45	0.00	91131.75	91453.35	91096.05	4681015308363969331	688	0
4294967295.2025.11	18:12:00	0.00	91368.05	91560.05	91340.15	4681014648656992666	792	0
4294967295.2025.11	18:12:15	0.00	91359.55	91512.45	91226.65	4681010869085772186	689	0
4294967295.2025.11	18:12:30	0.00	91302.75	91557.95	91288.15	4681023898298561331	717	0
4294967295.2025.11	18:12:45	0.00	91499.45	91578.95	91244.05	4681028014595217818	696	0
4294967295.2025.11	18:13:00	0.00	91552.65	91577.35	91348.65	4681017259997108634	593	0
4294967295.2025.11	18:13:15	0.00	91403.75	91537.25	91214.35	4681020001904230400	667	0
4294967295.2025.11	18:13:30	0.00	91434.05	91577.25	91242.85	4681026708925159834	630	0
4294967295.2025.11	18:13:45	0.00	91538.25	91569.45	91458.15	4681023465365857894	458	0
4294967295.2025.11	18:14:00	0.00	91489.35	91521.35	91072.45	4680995668337518182	859	0
4294967295.2025.11	18:14:15	0.00	91079.70	91546.35	91079.65	4681003131272691712	838	0
4294967295.2025.11	18:14:30	0.00	91192.75	91847.55	91186.05	4681043861306553139	816	0
4294967295.2025.11	18:14:45	0.00	91780.95	91813.35	91358.95	4681023589060916019	868	0
4294967295.2025.11	18:15:00	0.00	91487.35	91627.95	91382.35	4681021664915567411	786	0
4294967295.2025.11	18:15:15	0.00	91462.45	91569.05	91252.85	4681007666758156288	724	0
4294967295.2025.11	18:15:30	0.00	91244.05	91406.05	90891.95	4680999983920657203	1087	0
4294967295.2025.11	18:15:45	0.00	91142.45	91464.55	91130.25	4681020517300305920	977	0
4294967295.2025.11	18:16:00	0.00	91441.85	91534.35	91184.35	4681004333863534592	981	0
4294967295.2025.11	18:16:15	0.00	91218.45	91884.05	91218.45	4681042012752628941	1071	0
4294967295.2025.11	18:16:30	0.00	91753.15	92421.85	91398.65	4681019658306846720	3532	0
4294967295.2025.11	18:16:45	0.00	91433.55	91810.15	91321.80	4681011999521164493	2724	0
4294967295.2025.11	18:17:00	0.00	91320.05	92222.85	90977.25	4681059007079225754	3036	0
4294967295.2025.11	18:17:15	0.00	91996.75	93000.35	91934.95	4681111378192446259	3075	0
4294967295.2025.11	18:17:30	0.00	92768.95	92961.95	92382.05	4681107880371080397	2592	0
4294967295.2025.11	18:17:45	0.00	92708.85	92995.95	92461.05	4681118669328927949	1782	0
4294967295.2025.11	18:18:00	0.00	92873.95	93222.55	92552.25	4681135574320205005	1780	0
4294967295.2025.11	18:18:15	0.00	93121.95	93766.35	93021.25	4681175005555956122	1689	0
4294967295.2025.11	18:18:30	0.00	93690.15	93807.55	93284.45	4681148596661046477	1702	0
4294967295.2025.11	18:18:45	0.00	93313.55	93502.95	93151.55	4681159241307992883	1266	0
4294967295.2025.11	18:19:00	0.00	93461.55	93628.95	93274.05	4681146926777761792	1134	0
4294967295.2025.11	18:19:15	0.00	93292.15	93505.95	92854.25	4681122730650003046	1149	0
4294967295.2025.11	18:19:30	0.00	92920.15	93467.15	92800.45	4681148067521075610	1351	0
4294967295.2025.11	18:19:45	0.00	93306.95	93316.95	93084.05	4681142954792006451	981	0
4294967295.2025.11	18:20:00	0.00	93234.75	93737.15	93234.75	4681169301839387034	826	0
4294967295.2025.11	18:20:15	0.00	93614.45	93623.75	93171.65	4681140748896803226	823	0
4294967295.2025.11	18:20:30	0.00	93200.40	93413.55	93113.35	4681150775068459008	791	0
4294967295.2025.11	18:20:45	0.00	93337.35	93627.95	93263.65	4681148053777180262	710	0
4294967295.2025.11	18:21:00	0.00	93303.65	93496.65	93194.35	4681157908150144205	801	0
4294967295.2025.11	18:21:15	0.00	93448.25	93498.05	93309.85	4681155537328196813	611	0
4294967295.2025.11	18:21:30	0.00	93419.25	93588.65	93178.25	4681139573793751040	781	0
4294967295.2025.11	18:21:45	0.00	93163.95	93269.95	92955.05	4681137525953344307	905	0
4294967295.2025.11	18:22:00	0.00	93148.45	93272.35	92897.45	4681130289792444006	833	0
4294967295.2025.11	18:22:15	0.00	93046.75	93219.95	92958.25	4681133883821077299	731	0
4294967295.2025.11	18:22:30	0.00	93095.45	93150.25	92737.25	4681111199521806746	737	0
4294967295.2025.11	18:22:45	0.00	92772.75	92957.65	92628.45	4681110498583144038	867	0
4294967295.2025.11	18:23:00	0.00	92760.25	92978.35	92627.45	4681124922801310925	644	0
4294967295.2025.11	18:23:15	0.00	92965.05	92998.15	92825.45	4681120820248549786	345	0
4294967295.2025.11	18:23:30	0.00	92905.15	92905.15	92577.95	4681099537826604646	490	0
4294967295.2025.11	18:23:45	0.00	92594.15	92628.35	92424.05	4681090171361925530	427	0
4294967295.2025.11	19:00:00	0.00	92459.35	93045.85	92452.85	4681130028658432410	495	0
4294967295.2025.11	19:00:15	0.00	93045.85	93240.25	92963.55	4681142054566861210	450	0
4294967295.2025.11	19:00:30	0.00	93217.05	93393.95	93208.35	4681143751937936589	261	0
4294967295.2025.11	19:00:45	0.00	93239.05	93262.85	93070.05	4681136172179652608	265	0
4294967295.2025.11	19:01:00	0.00	93134.95	93153.75	92700.35	4681113934556980838	609	0
4294967295.2025.11	19:01:15	0.00	92805.55	92911.75	92719.75	4681113577215701811	424	0
4294967295.2025.11	19:01:30	0.00	92799.95	92981.05	92774.45	4681116765799422362	405	0
4294967295.2025.11	19:01:45	0.00	92846.35	93011.55	92717.45	4681122806241427456	340	0
4294967295.2025.11	19:02:00	0.00	92934.25	92961.75	92470.05	4681091731294047437	605	0
4294967295.2025.11	19:02:15	0.00	92482.05	92528.35	91921.65	4681077733136636314	1199	0
4294967295.2025.11	19:02:30	0.00	92277.55	92634.35	92028.95	4681098850631837286	950	0
4294967295.2025.11	19:02:45	0.00	92585.55	92638.35	92380.85	4681085134224280781	632	0
4294967295.2025.11	19:03:00	0.00	92389.85	92409.15	91992.85	4681059488115562906	879	0
4294967295.2025.11	19:03:15	0.00	92022.45	92622.05	91914.55	4681086158144484147	903	0
4294967295.2025.11	19:03:30	0.00	92395.15	92485.65	92172.05	4681082296109891584	740	0
4294967295.2025.11	19:03:45	0.00	92354.25	92419.25	92122.65	4681086948418466611	717	0
4294967295.2025.11	19:04:00	0.00	92417.85	92734.45	92294.45	4681107076353202586	635	0
4294967295.2025.11	19:04:15	0.00	92716.45	92834.35	92242.85	4681098218412651315	788	0
4294967295.2025.11	19:04:30	0.00	92574.25	92823.95	92546.65	4681099675265558118	561	0
4294967295.2025.11	19:04:45	0.00	92599.05	92787.15	92507.35	4681095655176169062	466	0
4294967295.2025.11	19:05:00	0.00	92544.65	92617.05	92312.45	4681080076470793011	501	0
4294967295.2025.11	19:05:15	0.00	92311.10	92311.10	92130.90	4681077327691723571	536	0
4294967295.2025.11	19:05:30	0.00	92270.30	92270.30	91709.65	4681049393224430387	838	0
4294967295.2025.11	19:05:45	0.00	91872.75	91969.95	91636.15	4681047943243471258	788	0
4294967295.2025.11	19:06:00	0.00	91844.65	91942.75	91670.15	4681038865400594432	757	0
4294967295.2025.11	19:06:15	0.00	91718.10	91811.95	91592.85	4681036102877629645	682	0
4294967295.2025.11	19:06:30	0.00	91678.05	91678.05	91312.45	4681018909264550298	705	0
4294967295.2025.11	19:06:45	0.00	91418.75	91475.35	91125.35	4680999035591878246	616	0
4294967295.2025.11	19:07:00	0.00	91137.75	91240.45	90833.75	4680981312838828032	771	0
4294967295.2025.11	19:07:15	0.00	90875.15	91074.85	90809.45	4680977045359322726	750	0
4294967295.2025.11	19:07:30	0.00	90818.25	90820.75	90310.85	4680942836803803546	975	0
4294967295.2025.11	19:07:45	0.00	90315.35	90422.35	89991.55	4680950189787814298	1456	0
4294967295.2025.11	19:08:00	0.00	90425.05	90658.25	90241.75	4680964270408597504	1147	0
4294967295.2025.11	19:08:15	0.00	90627.40	90779.95	90449.45	4680974763872695091	834	0
4294967295.2025.11	19:08:30	0.00	90781.45	90984.65	90775.85	4680984796916298547	819	0
4294967295.2025.11	19:08:45	0.00	90921.45	91067.45	90777.75	4680986295000891392	494	0
4294967295.2025.11	19:09:00	0.00	90947.75	91319.95	90915.65	4681009302281702605	681	0
4294967295.2025.11	19:09:15	0.00	91278.05	91391.45	91132.35	4681005715125016986	591	0
4294967295.2025.11	19:09:30	0.00	91219.00	91754.15	91148.65	4681038851656699085	848	0
4294967295.2025.11	19:09:45	0.00	91710.65	91985.45	91684.65	4681046623829517926	837	0
4294967295.2025.11	19:10:00	0.00	91820.15	91867.55	91648.95	4681041916545361510	674	0
4294967295.2025.11	19:10:15	0.00	91758.65	91924.25	91586.05	4681051296753935974	754	0
4294967295.2025.11	19:10:30	0.00	91889.75	91889.75	91471.65	4681028626198560768	596	0
4294967295.2025.11	19:10:45	0.00	91561.55	91565.65	91303.55	4681020276782137344	558	0
4294967295.2025.11	19:11:00	0.00	91442.15	91469.35	91048.65	4681011618128068608	688	0
4294967295.2025.11	19:11:15	0.00	91312.05	91376.15	91088.25	4681008189026179482	670	0
4294967295.2025.11	19:11:30	0.00	91269.95	91474.55	91269.95	4681018833673125888	619	0
4294967295.2025.11	19:11:45	0.00	91414.05	91487.35	91246.65	4681023376030538138	548	0
4294967295.2025.11	19:12:00	0.00	91484.35	91664.15	91453.05	4681023169872107930	568	0
4294967295.2025.11	19:12:15	0.00	91485.20	91571.95	91324.05	4681021678659462758	566	0
4294967295.2025.11	19:12:30	0.00	91462.65	91487.75	91365.45	4681021912305683661	392	0
4294967295.2025.11	19:12:45	0.00	91464.65	91464.65	91203.45	4681008786885627085	449	0
4294967295.2025.11	19:13:00	0.00	91275.05	91617.35	91272.05	4681032062172397568	439	0
4294967295.2025.11	19:13:15	0.00	91615.55	91746.25	91516.65	4681025389511206502	494	0
4294967295.2025.11	19:13:30	0.00	91516.65	91585.95	91436.95	4681027258680973722	475	0
4294967295.2025.11	19:13:45	0.00	91540.65	91561.65	91297.05	4681016098637951795	346	0
4294967295.2025.11	19:14:00	0.00	91381.45	91561.35	91309.05	4681016957631410995	565	0
4294967295.2025.11	19:14:15	0.00	91386.95	91431.75	91183.25	4681012264091149926	507	0
4294967295.2025.11	19:14:30	0.00	91329.25	91478.55	91280.65	4681019087935189811	610	0
4294967295.2025.11	19:14:45	0.00	91422.95	91836.05	91401.25	4681041401149285990	595	0
4294967295.2025.11	19:15:00	0.00	91754.85	91762.95	91522.05	4681029705094345523	595	0
4294967295.2025.11	19:15:15	0.00	91577.65	91768.05	91550.65	4681041820338094080	599	0
4294967295.2025.11	19:15:30	0.00	91755.45	91871.15	91320.25	4681020654739259392	963	0
4294967295.2025.11	19:15:45	0.00	91451.45	91510.25	91209.45	4681015225900597248	840	0
4294967295.2025.11	19:16:00	0.00	91371.35	91501.95	91108.05	4681021348805974426	993	0
4294967295.2025.11	19:16:15	0.00	91458.90	91474.55	91012.05	4680996046294640230	981	0
4294967295.2025.11	19:16:30	0.00	91097.90	91825.95	91064.55	4681041545460187136	2748	0
4294967295.2025.11	19:16:45	0.00	91747.25	91823.75	91463.85	4681036700737077248	1671	0
4294967295.2025.11	19:17:00	0.00	91685.75	92306.05	91665.45	4681058773433004851	1756	0
4294967295.2025.11	19:17:15	0.00	91998.25	92359.85	91094.85	4681004594997546189	2033	0
4294967295.2025.11	19:17:30	0.00	91216.15	91222.60	90540.15	4680967197858306458	2047	0
4294967295.2025.11	19:17:45	0.00	90679.05	90679.05	89829.55	4680915211574155674	1854	0
4294967295.2025.11	19:18:00	0.00	89912.25	90198.75	89868.25	4680927539848282112	1769	0
4294967295.2025.11	19:18:15	0.00	90086.85	90197.25	89569.35	4680897811802646118	1759	0
4294967295.2025.11	19:18:30	0.00	89668.65	89826.95	89423.45	4680899069369070387	1578	0
4294967295.2025.11	19:18:45	0.00	89670.00	89901.35	89425.95	4680912091709911859	1577	0
4294967295.2025.11	19:19:00	0.00	89862.25	90093.95	89298.65	4680874570875614003	1736	0
4294967295.2025.11	19:19:15	0.00	89325.60	89614.35	89270.05	4680885923333170790	1458	0
4294967295.2025.11	19:19:30	0.00	89483.95	89553.15	88853.75	4680872660474160742	1851	0
4294967295.2025.11	19:19:45	0.00	89287.35	89524.35	89047.35	4680884404632734925	1545	0
4294967295.2025.11	19:20:00	0.00	89458.85	89688.15	89276.75	4680895537187966157	1429	0
4294967295.2025.11	19:20:15	0.00	89633.25	89671.95	88799.25	4680853192246401434	1398	0
4294967295.2025.11	19:20:30	0.00	89010.50	89269.75	88836.95	4680843578391606067	1448	0
4294967295.2025.11	19:20:45	0.00	88872.55	89259.45	88755.55	4680866812446690509	1099	0
4294967295.2025.11	19:21:00	0.00	89213.80	89347.85	88976.25	4680860923187534234	1525	0
4294967295.2025.11	19:21:15	0.00	89126.95	89173.35	88814.40	4680846925030123110	917	0
4294967295.2025.11	19:21:30	0.00	88915.55	88995.15	88643.05	4680830968367625011	1043	0
4294967295.2025.11	19:21:45	0.00	88691.05	89071.85	88602.95	4680842588831141069	1127	0
4294967295.2025.11	19:22:00	0.00	88855.75	88896.15	88578.55	4680831311965008691	920	0
4294967295.2025.11	19:22:15	0.00	88697.85	89365.95	88697.85	4680877594532590387	1177	0
4294967295.2025.11	19:22:30	0.00	89368.85	89491.95	89082.55	4680864070539568742	962	0
4294967295.2025.11	19:22:45	0.00	89174.45	89672.85	89065.05	4680885833997851034	1308	0
4294967295.2025.11	19:23:00	0.00	89491.25	89910.95	89423.85	4680897674363692646	1151	0
4294967295.2025.11	19:23:15	0.00	89659.55	90827.55	89653.75	4680927141275317043	2073	0
4294967295.2025.11	19:23:30	0.00	90089.35	90604.55	90020.85	4680954340444209152	1484	0
4294967295.2025.11	19:23:45	0.00	90483.45	90737.25	90372.45	4680960566428801434	870	0
4294967295.2025.11	20:00:00	0.00	90570.75	90604.55	90320.05	4680943207888977920	766	0
4294967295.2025.11	20:00:15	0.00	90315.95	90612.95	90075.25	4680959810514557338	777	0
4294967295.2025.11	20:00:30	0.00	90562.35	90608.85	90359.65	4680954450395371930	491	0
4294967295.2025.11	20:00:45	0.00	90484.35	90530.35	90304.15	4680952539993918669	500	0
4294967295.2025.11	20:01:00	0.00	90451.65	91344.95	90451.65	4681010834726033818	1165	0
4294967295.2025.11	20:01:15	0.00	91299.40	91502.85	91166.05	4681014861687370547	827	0
4294967295.2025.11	20:01:30	0.00	91374.15	91474.85	91229.25	4681006903971964518	568	0
4294967295.2025.11	20:01:45	0.00	91245.85	91569.95	91230.45	4681026069834026189	535	0
4294967295.2025.11	20:02:00	0.00	91520.35	91532.95	91156.45	4681021554964404634	533	0
4294967295.2025.11	20:02:15	0.00	91457.75	91878.75	91400.45	4681046671933151642	674	0
4294967295.2025.11	20:02:30	0.00	91836.60	92285.65	91836.60	4681073156419485696	837	0
4294967295.2025.11	20:02:45	0.00	92207.95	92237.45	91827.35	4681049571895069901	689	0
4294967295.2025.11	20:03:00	0.00	91865.15	92321.55	91798.75	4681071788901898650	625	0
4294967295.2025.11	20:03:15	0.00	92194.65	92484.55	92118.15	4681073341962072883	659	0
4294967295.2025.11	20:03:30	0.00	92219.80	92691.55	92219.80	4681096431706256179	580	0
4294967295.2025.11	20:03:45	0.00	92548.10	92640.35	92449.85	4681098225284598989	489	0
4294967295.2025.11	20:04:00	0.00	92569.65	92779.15	92365.65	4681102905080964710	888	0
4294967295.2025.11	20:04:15	0.00	92648.55	92710.85	92415.85	4681092068019483443	460	0
4294967295.2025.11	20:04:30	0.00	92486.95	92579.45	92327.95	4681085594644774912	479	0
4294967295.2025.11	20:04:45	0.00	92392.75	92709.75	92313.25	4681098005382273434	525	0
4294967295.2025.11	20:05:00	0.00	92574.75	92663.75	92398.35	4681087381351170048	451	0
4294967295.2025.11	20:05:15	0.00	92423.75	92703.05	92350.15	4681083704859164672	427	0
